"id_contenedor","fecha_registro","num_kg_depositado","num_m3_depositado","num_nivel_llenado","num_aperturas","num_nivel_bateria"
198,2012-05-01 00:00:00,3.813,892,10,2.643,29
199,2012-05-01 00:00:00,679,1.898,12,497,48
200,2012-05-01 00:00:00,325,2.922,97,504,15
202,2012-05-01 00:00:00,4.345,2.483,43,2.129,91
203,2012-05-01 00:00:00,798,1.916,57,1.730,95
204,2012-05-01 00:00:00,4.432,2.016,10,1.708,17
205,2012-05-01 00:00:00,2.979,1.117,78,2.180,12
206,2012-05-01 00:00:00,3.054,2.499,17,499,49
137,2012-05-01 00:00:00,1.552,987,11,2.235,60
138,2012-05-01 00:00:00,4.154,1.612,12,2.696,86
139,2012-05-01 00:00:00,3.043,1.371,46,130,46
455,2012-05-01 00:00:00,2.346,2.186,19,1.019,9
444,2012-05-01 00:00:00,681,2.230,33,2.155,38
445,2012-05-01 00:00:00,4.302,2.033,92,2.119,71
446,2012-05-01 00:00:00,5.412,2.469,13,2.408,43
447,2012-05-01 00:00:00,5.011,1.919,68,592,44
448,2012-05-01 00:00:00,4.910,1.326,57,334,74
449,2012-05-01 00:00:00,3.257,766,41,790,42
450,2012-05-01 00:00:00,1.289,694,55,2.373,88
456,2012-05-01 00:00:00,419,2.060,31,491,43
457,2012-05-01 00:00:00,2.625,1.926,34,2.858,51
458,2012-05-01 00:00:00,4.868,894,69,2.546,25
459,2012-05-01 00:00:00,2.259,2.868,87,802,73
460,2012-05-01 00:00:00,5.128,971,62,1.666,96
461,2012-05-01 00:00:00,627,433,56,158,97
462,2012-05-01 00:00:00,3.986,1.424,99,1.131,68
463,2012-05-01 00:00:00,3.992,370,67,1.165,68
464,2012-05-01 00:00:00,1.349,1.095,66,1.041,85
465,2012-05-01 00:00:00,4.545,2.729,21,288,1
466,2012-05-01 00:00:00,228,1.264,0,351,63
467,2012-05-01 00:00:00,2.135,2.121,39,711,7
468,2012-05-01 00:00:00,308,1.448,30,831,67
469,2012-05-01 00:00:00,4.845,867,39,2.141,24
451,2012-05-01 00:00:00,2.794,2.501,98,210,75
470,2012-05-01 00:00:00,1.093,1.458,98,1.033,47
471,2012-05-01 00:00:00,3.317,1.190,33,2.121,20
472,2012-05-01 00:00:00,5.028,2.487,23,1.280,14
473,2012-05-01 00:00:00,3.631,1.757,66,1.770,35
474,2012-05-01 00:00:00,1.185,464,75,1.333,20
207,2012-05-01 00:00:00,3.823,950,39,160,13
452,2012-05-01 00:00:00,3.478,1.995,12,996,8
453,2012-05-01 00:00:00,709,388,38,2.393,45
454,2012-05-01 00:00:00,3.564,549,89,2.798,0
441,2012-05-01 00:00:00,295,2.164,72,230,84
442,2012-05-01 00:00:00,3.046,932,12,2.396,7
443,2012-05-01 00:00:00,2.917,605,86,1.234,7
430,2012-05-01 00:00:00,2.647,376,61,608,17
431,2012-05-01 00:00:00,4.517,1.915,32,554,95
432,2012-05-01 00:00:00,4.957,908,72,2.456,26
433,2012-05-01 00:00:00,4.468,680,89,1.834,98
434,2012-05-01 00:00:00,2.657,155,96,2.181,98
435,2012-05-01 00:00:00,4.675,1.254,19,2.532,94
436,2012-05-01 00:00:00,2.458,161,14,779,49
437,2012-05-01 00:00:00,4.810,2.297,89,1.346,61
438,2012-05-01 00:00:00,1.059,1.727,73,2.670,82
427,2012-05-01 00:00:00,183,965,67,2.349,72
428,2012-05-01 00:00:00,1.792,2.097,38,569,79
429,2012-05-01 00:00:00,4.530,2.579,2,233,75
422,2012-05-01 00:00:00,3.836,2.644,28,1.223,4
423,2012-05-01 00:00:00,3.426,284,25,977,12
424,2012-05-01 00:00:00,5.374,1.509,97,1.867,77
425,2012-05-01 00:00:00,811,1.133,26,71,38
439,2012-05-01 00:00:00,3.677,993,15,1.603,3
440,2012-05-01 00:00:00,2.513,2.475,92,2.611,62
419,2012-05-01 00:00:00,2.035,1.765,45,1.877,49
420,2012-05-01 00:00:00,3.388,1.834,75,2.642,53
418,2012-05-01 00:00:00,3.106,2.339,58,2.451,91
417,2012-05-01 00:00:00,1.757,303,20,300,15
416,2012-05-01 00:00:00,3.651,2.615,81,297,5
415,2012-05-01 00:00:00,4.336,2.787,66,2.476,83
414,2012-05-01 00:00:00,1.238,1.667,23,235,81
413,2012-05-01 00:00:00,5.139,385,81,1.708,77
412,2012-05-01 00:00:00,3.999,2.668,14,799,28
411,2012-05-01 00:00:00,1.818,683,64,100,7
410,2012-05-01 00:00:00,194,997,69,1.752,60
409,2012-05-01 00:00:00,4.574,2.456,70,2.487,55
421,2012-05-01 00:00:00,2.953,606,42,231,89
346,2012-05-01 00:00:00,5.100,2.573,96,2.584,40
426,2012-05-01 00:00:00,434,2.685,0,2.112,56
406,2012-05-01 00:00:00,429,1.933,23,1.802,81
405,2012-05-01 00:00:00,3.699,1.274,98,2.801,2
404,2012-05-01 00:00:00,3.232,1.240,76,2.680,91
403,2012-05-01 00:00:00,3.806,352,27,1.074,92
402,2012-05-01 00:00:00,2.196,1.966,64,1.593,46
401,2012-05-01 00:00:00,1.150,932,28,263,64
400,2012-05-01 00:00:00,3.660,2.761,35,2.915,8
399,2012-05-01 00:00:00,1.035,1.744,49,1.761,27
398,2012-05-01 00:00:00,2.100,1.894,31,2.522,2
397,2012-05-01 00:00:00,1.209,1.699,47,1.114,28
396,2012-05-01 00:00:00,4.770,557,18,1.585,93
395,2012-05-01 00:00:00,4.085,1.189,77,2.816,74
394,2012-05-01 00:00:00,4.209,1.080,29,1.166,11
393,2012-05-01 00:00:00,572,2.367,99,1.817,29
392,2012-05-01 00:00:00,1.281,390,29,1.185,45
391,2012-05-01 00:00:00,880,1.575,17,552,31
390,2012-05-01 00:00:00,2.851,2.257,13,1.337,20
389,2012-05-01 00:00:00,2.568,2.471,58,2.129,58
388,2012-05-01 00:00:00,811,2.045,79,1.368,81
387,2012-05-01 00:00:00,2.735,891,8,2.632,95
386,2012-05-01 00:00:00,4.942,936,64,1.431,69
385,2012-05-01 00:00:00,5.041,1.642,54,2.758,78
384,2012-05-01 00:00:00,4.612,999,82,1.532,95
383,2012-05-01 00:00:00,4.484,822,44,1.635,23
382,2012-05-01 00:00:00,1.741,1.522,26,2.413,96
381,2012-05-01 00:00:00,1.994,668,6,855,1
380,2012-05-01 00:00:00,2.027,566,61,2.384,67
378,2012-05-01 00:00:00,4.340,508,30,2.476,80
377,2012-05-01 00:00:00,1.349,2.448,39,2.100,58
376,2012-05-01 00:00:00,4.323,946,17,1.502,90
375,2012-05-01 00:00:00,2.553,2.482,40,1.625,68
374,2012-05-01 00:00:00,4.429,1.471,96,1.040,54
373,2012-05-01 00:00:00,1.352,1.770,7,2.001,18
372,2012-05-01 00:00:00,2.043,565,54,85,6
371,2012-05-01 00:00:00,2.840,2.638,94,2.897,34
370,2012-05-01 00:00:00,3.653,533,74,645,21
369,2012-05-01 00:00:00,2.473,270,96,1.622,7
368,2012-05-01 00:00:00,330,873,94,1.107,23
367,2012-05-01 00:00:00,3.974,236,35,2.827,95
366,2012-05-01 00:00:00,4.135,1.753,26,38,57
365,2012-05-01 00:00:00,737,1.640,45,2.401,91
364,2012-05-01 00:00:00,767,1.901,10,2.450,29
363,2012-05-01 00:00:00,3.821,798,2,1.835,13
362,2012-05-01 00:00:00,2.318,690,90,2.592,19
361,2012-05-01 00:00:00,5.421,1.333,55,2.148,20
360,2012-05-01 00:00:00,806,280,6,2.101,80
359,2012-05-01 00:00:00,833,1.721,59,2.072,42
358,2012-05-01 00:00:00,766,2.218,73,1.763,76
357,2012-05-01 00:00:00,3.523,2.091,43,589,74
356,2012-05-01 00:00:00,875,1.666,67,293,2
355,2012-05-01 00:00:00,3.334,1.847,3,2.915,7
354,2012-05-01 00:00:00,2.301,1.332,8,1.954,49
353,2012-05-01 00:00:00,1.650,2.430,9,2.513,21
352,2012-05-01 00:00:00,361,1.222,90,1.302,41
351,2012-05-01 00:00:00,1.060,1.018,23,2.372,55
350,2012-05-01 00:00:00,4.842,976,22,1.114,6
349,2012-05-01 00:00:00,877,169,84,2.117,67
348,2012-05-01 00:00:00,4.402,116,38,2.184,28
335,2012-05-01 00:00:00,3.982,1.064,50,2.565,90
336,2012-05-01 00:00:00,1.528,504,96,415,12
337,2012-05-01 00:00:00,1.783,2.286,64,1.670,80
338,2012-05-01 00:00:00,4.526,2.193,97,1.453,81
339,2012-05-01 00:00:00,3.703,2.097,21,2.104,76
340,2012-05-01 00:00:00,2.039,1.547,60,2.570,23
341,2012-05-01 00:00:00,4.389,1.924,96,1.982,79
342,2012-05-01 00:00:00,2.829,971,82,2.588,61
343,2012-05-01 00:00:00,3.821,727,66,1.855,36
344,2012-05-01 00:00:00,5.306,2.701,23,2.703,31
345,2012-05-01 00:00:00,2.184,972,44,2.168,22
347,2012-05-01 00:00:00,2.663,1.903,37,702,9
379,2012-05-01 00:00:00,5.015,282,92,1.439,33
407,2012-05-01 00:00:00,5.356,2.250,14,382,20
408,2012-05-01 00:00:00,1.068,2.755,84,2.068,33
512,2012-05-01 00:00:00,3.057,756,90,2.221,45
513,2012-05-01 00:00:00,4.664,439,14,24,56
514,2012-05-01 00:00:00,2.121,760,10,1.232,9
515,2012-05-01 00:00:00,837,1.205,83,2.499,83
516,2012-05-01 00:00:00,1.093,1.083,61,370,15
517,2012-05-01 00:00:00,798,717,76,2.143,15
518,2012-05-01 00:00:00,5.009,486,56,1.085,94
519,2012-05-01 00:00:00,3.633,1.766,72,2.482,18
520,2012-05-01 00:00:00,1.047,1.195,60,1.701,36
521,2012-05-01 00:00:00,4.780,2.334,14,2.473,41
522,2012-05-01 00:00:00,4.900,2.197,25,2.193,51
523,2012-05-01 00:00:00,4.350,2.641,77,1.529,60
524,2012-05-01 00:00:00,3.705,455,56,1.484,88
525,2012-05-01 00:00:00,2.071,1.743,86,2.572,77
526,2012-05-01 00:00:00,4.010,2.076,5,879,25
527,2012-05-01 00:00:00,1.991,2.656,77,2.757,50
528,2012-05-01 00:00:00,4.542,1.321,81,1.443,12
529,2012-05-01 00:00:00,351,2.592,87,2.298,44
530,2012-05-01 00:00:00,2.906,502,68,888,36
531,2012-05-01 00:00:00,3.667,2.268,49,2.373,88
532,2012-05-01 00:00:00,1.040,786,22,763,62
533,2012-05-01 00:00:00,214,726,46,637,30
534,2012-05-01 00:00:00,2.482,2.446,62,2.196,61
535,2012-05-01 00:00:00,2.336,1.126,4,1.414,22
536,2012-05-01 00:00:00,3.411,1.816,20,2.062,50
537,2012-05-01 00:00:00,2.778,2.413,2,1.855,57
538,2012-05-01 00:00:00,2.262,938,41,495,59
539,2012-05-01 00:00:00,850,1.952,66,2.382,22
540,2012-05-01 00:00:00,948,1.738,38,1.839,96
541,2012-05-01 00:00:00,2.089,2.677,77,2.168,23
542,2012-05-01 00:00:00,4.631,2.069,61,1.012,99
543,2012-05-01 00:00:00,4.859,604,28,2.086,74
544,2012-05-01 00:00:00,2.286,2.331,77,1.682,31
545,2012-05-01 00:00:00,3.370,2.812,46,2.715,40
546,2012-05-01 00:00:00,2.924,2.799,93,1.063,11
547,2012-05-01 00:00:00,3.548,804,1,1.924,12
548,2012-05-01 00:00:00,5.361,1.186,29,1.236,84
549,2012-05-01 00:00:00,4.969,2.764,9,2.146,4
550,2012-05-01 00:00:00,4.255,1.697,30,1.446,12
551,2012-05-01 00:00:00,3.078,999,15,1.520,81
552,2012-05-01 00:00:00,791,211,40,478,4
553,2012-05-01 00:00:00,1.257,761,47,2.739,45
475,2012-05-01 00:00:00,2.581,902,98,1.773,48
476,2012-05-01 00:00:00,3.202,343,38,2.536,10
477,2012-05-01 00:00:00,758,1.635,20,1.447,70
478,2012-05-01 00:00:00,2.626,1.011,78,2.008,47
479,2012-05-01 00:00:00,4.123,1.539,68,2.359,76
480,2012-05-01 00:00:00,1.610,875,91,1.301,54
481,2012-05-01 00:00:00,1.540,1.127,64,1.566,9
482,2012-05-01 00:00:00,2.166,675,24,269,9
483,2012-05-01 00:00:00,5.249,369,8,265,67
484,2012-05-01 00:00:00,4.750,1.539,59,2.293,24
485,2012-05-01 00:00:00,2.100,1.323,17,386,1
486,2012-05-01 00:00:00,1.131,1.836,24,2.720,48
487,2012-05-01 00:00:00,1.272,2.354,16,2.263,95
488,2012-05-01 00:00:00,176,1.680,65,2.535,7
489,2012-05-01 00:00:00,2.813,447,61,2.465,42
490,2012-05-01 00:00:00,502,654,27,1.749,27
491,2012-05-01 00:00:00,401,1.204,71,1.368,10
492,2012-05-01 00:00:00,4.563,474,60,1.352,35
493,2012-05-01 00:00:00,3.016,719,39,2.247,48
494,2012-05-01 00:00:00,460,1.475,87,274,42
495,2012-05-01 00:00:00,1.482,2.846,57,879,17
496,2012-05-01 00:00:00,1.635,1.989,54,459,31
497,2012-05-01 00:00:00,397,1.120,66,2.811,24
498,2012-05-01 00:00:00,3.513,2.895,15,2.088,27
499,2012-05-01 00:00:00,4.430,1.983,18,34,35
500,2012-05-01 00:00:00,2.945,2.769,82,672,25
501,2012-05-01 00:00:00,1.960,595,32,515,74
502,2012-05-01 00:00:00,2.692,2.386,86,795,11
503,2012-05-01 00:00:00,2.936,1.256,74,1.249,9
504,2012-05-01 00:00:00,5.108,166,75,1.106,72
505,2012-05-01 00:00:00,586,2.797,21,604,96
506,2012-05-01 00:00:00,1.262,615,69,2.792,97
507,2012-05-01 00:00:00,335,421,69,1.977,40
508,2012-05-01 00:00:00,3.592,2.604,61,2.481,81
509,2012-05-01 00:00:00,2.197,1.129,2,92,35
510,2012-05-01 00:00:00,205,2.395,22,1.498,50
511,2012-05-01 00:00:00,4.395,2.623,59,995,9
303,2012-05-01 00:00:00,2.207,467,9,2.424,6
304,2012-05-01 00:00:00,2.525,1.061,86,1.212,51
305,2012-05-01 00:00:00,2.185,808,40,615,58
306,2012-05-01 00:00:00,2.683,1.866,88,1.495,39
307,2012-05-01 00:00:00,4.147,1.741,35,2.791,83
308,2012-05-01 00:00:00,4.189,2.292,52,1.495,40
309,2012-05-01 00:00:00,2.037,1.958,30,2.921,34
310,2012-05-01 00:00:00,1.722,1.344,45,1.458,94
311,2012-05-01 00:00:00,3.718,2.745,35,1.434,75
312,2012-05-01 00:00:00,2.269,906,80,1.182,83
313,2012-05-01 00:00:00,3.461,2.593,87,1.530,57
314,2012-05-01 00:00:00,1.536,733,5,1.909,8
315,2012-05-01 00:00:00,1.864,1.614,43,638,87
316,2012-05-01 00:00:00,2.264,2.241,41,938,1
317,2012-05-01 00:00:00,1.425,1.371,87,152,8
318,2012-05-01 00:00:00,4.247,1.451,14,1.392,30
319,2012-05-01 00:00:00,744,546,2,553,1
320,2012-05-01 00:00:00,636,2.582,4,1.779,6
321,2012-05-01 00:00:00,2.739,395,42,81,40
322,2012-05-01 00:00:00,4.418,1.203,83,2.487,52
323,2012-05-01 00:00:00,5.236,2.811,30,1.165,56
324,2012-05-01 00:00:00,1.483,1.044,55,891,56
325,2012-05-01 00:00:00,3.665,1.548,44,2.381,77
326,2012-05-01 00:00:00,333,281,88,2.501,70
327,2012-05-01 00:00:00,1.659,319,81,88,2
328,2012-05-01 00:00:00,897,2.194,90,1.150,83
329,2012-05-01 00:00:00,2.644,1.136,21,850,31
330,2012-05-01 00:00:00,1.630,1.097,92,728,79
331,2012-05-01 00:00:00,4.000,273,30,677,4
332,2012-05-01 00:00:00,305,2.213,94,1.601,49
333,2012-05-01 00:00:00,4.062,1.451,28,723,66
334,2012-05-01 00:00:00,1.731,2.238,17,763,47
66,2012-05-01 00:00:00,3.821,114,15,1.212,90
98,2012-05-01 00:00:00,2.272,597,97,1.019,55
97,2012-05-01 00:00:00,579,1.421,55,155,15
96,2012-05-01 00:00:00,2.385,989,19,2.592,60
95,2012-05-01 00:00:00,2.416,1.452,80,2.451,62
94,2012-05-01 00:00:00,5.335,946,96,1.784,88
93,2012-05-01 00:00:00,638,1.556,54,2.351,2
92,2012-05-01 00:00:00,3.291,1.060,16,1.107,66
91,2012-05-01 00:00:00,1.608,1.424,66,2.017,7
132,2012-05-01 00:00:00,4.430,2.061,40,1.675,70
89,2012-05-01 00:00:00,2.744,315,21,341,7
88,2012-05-01 00:00:00,1.536,747,30,371,19
87,2012-05-01 00:00:00,1.939,484,14,226,67
86,2012-05-01 00:00:00,5.202,1.158,58,900,22
85,2012-05-01 00:00:00,2.968,2.172,22,2.647,9
84,2012-05-01 00:00:00,872,1.537,21,1.580,79
83,2012-05-01 00:00:00,3.753,2.444,20,748,33
82,2012-05-01 00:00:00,5.106,473,13,2.147,46
81,2012-05-01 00:00:00,4.528,784,93,2.562,63
80,2012-05-01 00:00:00,513,1.635,65,2.892,89
79,2012-05-01 00:00:00,3.690,2.224,17,104,46
78,2012-05-01 00:00:00,4.321,593,29,536,13
77,2012-05-01 00:00:00,2.465,1.752,5,250,35
76,2012-05-01 00:00:00,2.123,687,62,664,13
75,2012-05-01 00:00:00,5.081,2.495,95,1.961,83
74,2012-05-01 00:00:00,3.376,1.168,55,1.254,24
73,2012-05-01 00:00:00,5.354,308,33,2.150,49
72,2012-05-01 00:00:00,3.224,235,19,262,25
71,2012-05-01 00:00:00,4.366,2.271,42,1.704,39
70,2012-05-01 00:00:00,3.815,1.697,71,1.681,85
69,2012-05-01 00:00:00,745,2.432,48,1.265,48
68,2012-05-01 00:00:00,626,740,67,1.657,86
67,2012-05-01 00:00:00,4.968,1.304,73,222,64
90,2012-05-01 00:00:00,3.961,1.054,65,356,97
131,2012-05-01 00:00:00,2.770,1.651,13,1.201,88
130,2012-05-01 00:00:00,1.827,2.265,56,1.930,44
129,2012-05-01 00:00:00,310,1.253,32,1.984,86
128,2012-05-01 00:00:00,1.173,291,33,2.725,76
127,2012-05-01 00:00:00,398,1.016,18,2.015,66
126,2012-05-01 00:00:00,4.525,862,55,1.980,18
125,2012-05-01 00:00:00,4.357,1.635,54,2.906,62
124,2012-05-01 00:00:00,633,2.030,70,2.017,96
123,2012-05-01 00:00:00,4.719,397,24,2.529,43
122,2012-05-01 00:00:00,3.051,1.447,54,2.517,56
121,2012-05-01 00:00:00,2.545,580,88,2.522,72
120,2012-05-01 00:00:00,4.643,2.636,67,2.289,35
119,2012-05-01 00:00:00,4.397,2.406,4,418,20
118,2012-05-01 00:00:00,2.614,1.718,79,1.280,31
117,2012-05-01 00:00:00,2.043,374,79,899,89
116,2012-05-01 00:00:00,380,1.635,89,1.022,13
115,2012-05-01 00:00:00,2.116,1.463,5,1.074,5
114,2012-05-01 00:00:00,1.250,1.096,64,1.015,1
113,2012-05-01 00:00:00,595,2.675,78,333,2
112,2012-05-01 00:00:00,4.010,1.683,88,1.471,38
111,2012-05-01 00:00:00,5.391,1.089,41,491,44
110,2012-05-01 00:00:00,4.098,2.391,27,100,96
109,2012-05-01 00:00:00,4.300,655,2,2.868,98
108,2012-05-01 00:00:00,5.425,497,56,1.449,53
107,2012-05-01 00:00:00,1.664,2.800,18,2.704,11
106,2012-05-01 00:00:00,4.567,2.335,58,2.375,87
105,2012-05-01 00:00:00,2.522,1.160,78,32,48
104,2012-05-01 00:00:00,2.473,1.349,61,2.319,95
103,2012-05-01 00:00:00,3.152,282,98,136,62
102,2012-05-01 00:00:00,525,2.495,85,1.052,65
101,2012-05-01 00:00:00,2.221,375,88,2.425,47
100,2012-05-01 00:00:00,1.479,276,8,2.119,61
99,2012-05-01 00:00:00,5.342,2.734,44,248,77
135,2012-05-01 00:00:00,1.823,1.173,74,2.812,20
134,2012-05-01 00:00:00,1.505,2.420,94,2.562,3
133,2012-05-01 00:00:00,885,1.206,56,1.484,99
56,2012-05-01 00:00:00,2.248,1.596,73,1.281,6
55,2012-05-01 00:00:00,4.665,1.766,30,355,0
49,2012-05-01 00:00:00,2.483,2.440,64,1.165,83
50,2012-05-01 00:00:00,4.590,1.901,21,228,73
51,2012-05-01 00:00:00,2.022,1.743,68,2.493,59
52,2012-05-01 00:00:00,373,1.963,93,419,54
53,2012-05-01 00:00:00,4.343,251,99,995,24
54,2012-05-01 00:00:00,4.598,636,11,733,30
136,2012-05-01 00:00:00,4.353,2.218,79,1.804,85
57,2012-05-01 00:00:00,1.567,2.872,3,682,86
64,2012-05-01 00:00:00,4.898,662,71,2.219,65
63,2012-05-01 00:00:00,139,1.908,73,796,66
61,2012-05-01 00:00:00,3.511,2.713,83,633,53
60,2012-05-01 00:00:00,3.981,197,18,1.730,10
59,2012-05-01 00:00:00,1.367,293,91,1.483,36
58,2012-05-01 00:00:00,5.170,1.478,3,2.572,6
62,2012-05-01 00:00:00,2.950,1.918,97,1.028,92
6,2012-05-01 00:00:00,1.064,2.647,82,2.459,92
5,2012-05-01 00:00:00,4.501,2.246,73,2.269,46
4,2012-05-01 00:00:00,4.046,914,62,1.324,31
27,2012-05-01 00:00:00,2.183,1.701,36,1.562,97
23,2012-05-01 00:00:00,5.268,263,7,15,36
40,2012-05-01 00:00:00,5.207,353,50,1.922,60
39,2012-05-01 00:00:00,4.537,1.603,99,2.412,51
38,2012-05-01 00:00:00,2.789,1.605,58,125,20
37,2012-05-01 00:00:00,3.066,1.581,48,192,16
36,2012-05-01 00:00:00,4.374,2.533,29,483,88
28,2012-05-01 00:00:00,2.824,776,5,2.175,72
29,2012-05-01 00:00:00,1.832,182,98,2.251,57
30,2012-05-01 00:00:00,2.341,2.694,20,2.682,10
31,2012-05-01 00:00:00,3.398,2.073,56,491,68
32,2012-05-01 00:00:00,4.704,2.346,39,2.562,27
33,2012-05-01 00:00:00,270,2.832,65,1.455,10
34,2012-05-01 00:00:00,3.930,1.171,20,902,22
35,2012-05-01 00:00:00,2.892,2.673,30,1.134,83
41,2012-05-01 00:00:00,5.180,236,96,1.819,23
22,2012-05-01 00:00:00,1.564,1.051,12,970,83
21,2012-05-01 00:00:00,5.418,2.437,56,233,17
20,2012-05-01 00:00:00,2.682,1.137,89,255,63
19,2012-05-01 00:00:00,1.418,1.022,96,2.453,41
18,2012-05-01 00:00:00,2.788,2.729,59,1.331,78
17,2012-05-01 00:00:00,1.112,564,8,2.061,62
16,2012-05-01 00:00:00,2.616,1.505,72,580,98
15,2012-05-01 00:00:00,1.610,1.004,5,2.607,21
14,2012-05-01 00:00:00,2.157,943,73,13,84
13,2012-05-01 00:00:00,3.281,2.120,92,2.405,28
12,2012-05-01 00:00:00,2.033,1.718,28,1.597,77
11,2012-05-01 00:00:00,2.991,1.346,89,615,25
10,2012-05-01 00:00:00,4.651,835,6,2.151,74
9,2012-05-01 00:00:00,5.027,338,92,191,45
8,2012-05-01 00:00:00,1.855,2.718,99,1.180,68
7,2012-05-01 00:00:00,3.669,1.509,36,2.312,86
65,2012-05-01 00:00:00,2.207,2.052,37,651,51
26,2012-05-01 00:00:00,1.237,1.069,66,301,91
25,2012-05-01 00:00:00,631,936,19,2.742,98
24,2012-05-01 00:00:00,3.991,224,51,2.290,62
44,2012-05-01 00:00:00,266,2.407,54,1.869,70
43,2012-05-01 00:00:00,2.089,774,45,1.170,85
42,2012-05-01 00:00:00,2.851,1.142,38,398,6
48,2012-05-01 00:00:00,4.449,173,82,1.464,96
47,2012-05-01 00:00:00,3.113,770,52,1.999,35
46,2012-05-01 00:00:00,2.291,2.309,44,2.077,90
45,2012-05-01 00:00:00,2.486,1.783,81,1.621,82
2,2012-05-01 00:00:00,2.581,2.072,82,2.798,94
1,2012-05-01 00:00:00,2.483,1.049,46,2.514,45
3,2012-05-01 00:00:00,277,2.018,26,2.071,3
261,2012-06-01 00:00:00,2.790,1.039,52,272,55
273,2012-06-01 00:00:00,3.474,407,75,121,52
272,2012-06-01 00:00:00,3.423,2.556,79,2.459,46
271,2012-06-01 00:00:00,4.592,1.716,64,313,22
270,2012-06-01 00:00:00,737,1.456,52,640,99
269,2012-06-01 00:00:00,1.630,1.845,42,2.117,42
268,2012-06-01 00:00:00,2.609,2.270,59,2.005,58
267,2012-06-01 00:00:00,2.561,1.671,85,2.484,42
266,2012-06-01 00:00:00,4.338,2.507,40,2.001,87
265,2012-06-01 00:00:00,4.602,1.062,9,534,66
264,2012-06-01 00:00:00,3.333,348,46,31,53
263,2012-06-01 00:00:00,1.902,2.597,83,940,61
262,2012-06-01 00:00:00,3.814,1.443,88,2.294,60
277,2012-06-01 00:00:00,3.540,605,66,1.693,47
278,2012-06-01 00:00:00,3.711,2.392,64,1.487,99
279,2012-06-01 00:00:00,4.640,1.835,0,2.599,41
280,2012-06-01 00:00:00,1.432,262,76,969,17
281,2012-06-01 00:00:00,5.083,1.158,76,956,89
282,2012-06-01 00:00:00,714,2.911,19,37,86
283,2012-06-01 00:00:00,3.968,1.952,93,1.563,86
284,2012-06-01 00:00:00,4.784,1.612,19,1.654,69
285,2012-06-01 00:00:00,2.636,1.977,2,1.037,76
286,2012-06-01 00:00:00,4.144,1.501,76,257,31
287,2012-06-01 00:00:00,4.440,1.660,12,550,5
288,2012-06-01 00:00:00,1.415,750,77,2.754,16
289,2012-06-01 00:00:00,3.414,1.957,2,2.780,82
290,2012-06-01 00:00:00,3.285,303,2,1.153,21
291,2012-06-01 00:00:00,3.729,1.309,70,2.864,27
292,2012-06-01 00:00:00,925,324,38,2.494,32
293,2012-06-01 00:00:00,3.144,1.799,72,788,91
294,2012-06-01 00:00:00,3.361,1.252,88,955,46
295,2012-06-01 00:00:00,237,1.388,20,2.600,48
296,2012-06-01 00:00:00,1.890,1.178,84,664,6
297,2012-06-01 00:00:00,5.239,2.824,95,810,60
298,2012-06-01 00:00:00,2.788,2.215,55,1.938,40
299,2012-06-01 00:00:00,2.003,1.490,28,571,61
300,2012-06-01 00:00:00,1.265,1.759,70,809,70
302,2012-06-01 00:00:00,4.106,696,94,2.464,98
301,2012-06-01 00:00:00,1.101,1.819,52,1.395,84
260,2012-06-01 00:00:00,3.815,2.640,36,2.430,28
249,2012-06-01 00:00:00,2.467,2.531,75,534,34
250,2012-06-01 00:00:00,4.308,2.217,77,2.159,88
251,2012-06-01 00:00:00,1.974,276,26,411,32
252,2012-06-01 00:00:00,3.034,1.542,0,1.170,62
253,2012-06-01 00:00:00,2.609,1.157,95,1.861,0
254,2012-06-01 00:00:00,5.312,2.279,20,2.438,48
255,2012-06-01 00:00:00,2.970,2.360,33,1.994,83
256,2012-06-01 00:00:00,1.814,2.203,4,894,92
257,2012-06-01 00:00:00,1.848,2.449,91,1.420,5
258,2012-06-01 00:00:00,749,2.814,99,398,29
259,2012-06-01 00:00:00,1.308,2.710,15,2.635,9
276,2012-06-01 00:00:00,3.502,1.889,35,2.335,60
275,2012-06-01 00:00:00,5.235,1.572,20,963,96
274,2012-06-01 00:00:00,4.347,2.348,56,2.190,62
232,2012-06-01 00:00:00,1.509,1.305,67,815,85
233,2012-06-01 00:00:00,3.347,1.785,15,2.144,42
234,2012-06-01 00:00:00,1.476,1.183,29,1.329,53
235,2012-06-01 00:00:00,2.061,115,4,2.221,60
236,2012-06-01 00:00:00,3.713,973,89,1.285,70
237,2012-06-01 00:00:00,5.303,2.080,38,2.139,18
238,2012-06-01 00:00:00,3.479,622,68,2.475,62
239,2012-06-01 00:00:00,3.940,2.584,94,1.513,95
240,2012-06-01 00:00:00,2.281,2.603,74,1.615,67
241,2012-06-01 00:00:00,4.517,1.423,54,2.074,90
242,2012-06-01 00:00:00,4.038,1.468,30,1.738,73
243,2012-06-01 00:00:00,1.994,1.625,91,164,94
244,2012-06-01 00:00:00,3.773,2.219,22,1.558,53
245,2012-06-01 00:00:00,2.149,871,17,2.178,28
246,2012-06-01 00:00:00,2.546,1.517,93,280,80
247,2012-06-01 00:00:00,2.038,2.603,96,2.512,61
248,2012-06-01 00:00:00,4.637,1.753,6,1.354,31
208,2012-06-01 00:00:00,4.201,2.362,5,482,1
231,2012-06-01 00:00:00,2.892,2.629,20,1.048,18
230,2012-06-01 00:00:00,5.419,428,29,931,65
